Link,Date,Detail
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-seeks-arnavs-help/1000007909,27 Jul 2012,"Khushi runs from pillar to post to arrange the money, but to no avail. So she reluctantly seeks Arna ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-tends-to-arnavs-back/1000007910,30 Jul 2012,"While tending to Khushi, Arnav falls and hurts his back. Khushi massages his back with oil. Later, A ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-becomes-the-new-landlord/1000007911,31 Jul 2012,The landlord informs Khushi that a new developer has bought the house. Khushi learns that Arnav is t ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-asks-the-guptas-to-vacate/1000007912,1 Aug 2012,Anjali meets Madhumati and Garima when they take Shashi to the hospital. Anjali learns that Madhumat ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-returns-with-arnav/1000007913,2 Aug 2012,"Arnav brings Khushi back home. Akash returns from Mumbai. On the days of Rakhi, Arnav wears a set of ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnavs-grandmother-goes-missing/1000007914,3 Aug 2012,Khushi sees Anjali talking to someone outside the house. Arnav gifts Khushi a pearl necklace and som ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/subhadra-devi-visits-shantivan/1000007915,6 Aug 2012,Khushi accidentally pours dirty water on Subhadra Devi when she comes to Shantivan. Thinking that Kh ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-supports-khushi/1000007916,7 Aug 2012,"Naani introduces Khushi to Subhadra Devi (Daadi), who rebuffs her. Daadi questions Naani for not inf ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-talks-about-his-mother/1000007917,8 Aug 2012,Daadi’s sudden arrival reminds Arnav of the past and he has a restless night. He tells Khushi that h ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-deems-wedding-incomplete/1000007918,9 Aug 2012,"Daadi asks Manorama about Shyam, but Nandkishore intervenes. Khushi and Arnav share a number of ende ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-gets-flustered/1000007919,10 Aug 2012,Arnav tells Khushi to get ready for their wedding night. This flusters her and she wears her dress i ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-decorates-the-bedroom/1000007920,13 Aug 2012,Manorama doubts Anjali's suspicious behaviour. Arnav gifts a dress to Khushi and decorates their bed ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-spies-on-shantivan/1000007921,14 Aug 2012,Daadi reveals that Arnav and Khushi's wedding was a contractual engagement. Arnav decides to fulfil  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-insults-khushi/1000007922,15 Aug 2012,Daadi visits the Guptas and insults Khushi for living with Arnav without a proper wedding. While Gar ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-wishes-to-meet-garima/1000007923,16 Aug 2012,"Daadi criticizes Khushi and her values, while Naani defends her. On hearing about Garima, Daadi insi ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/garima-goes-out-to-avoid-daadi/1000007924,17 Aug 2012,"Daadi postpones meeting Garima till the next day. To avoid meeting Daadi, Garima goes out. Daadi tel ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-and-khushi-get-engaged/1000007925,20 Aug 2012,Garima uses Shashi's illness as reason not to attend the engagement. This displeases Daadi. Arnav go ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-finds-a-bill-for-cameras/1000007926,21 Aug 2012,Shyam tampers with Anjali's medicine. Arnav hires a nurse for Shashi so that Garima can attend a puj ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjali-invites-shyam-home/1000007927,22 Aug 2012,"Garima sees Daadi and goes home. Arnav not only enters the temple for the first time, he participate ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjali-takes-tampered-medicine/1000007928,23 Aug 2012,"With Shyam still at home, Anjali panics when the family returns. Shyam hides, but Daadi sees his mob ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-promises-to-help-shyam/1000007929,24 Aug 2012,Madhumati asks Garima to postpone the trip to the medical camp for Khushi's wedding. It is revealed  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-and-arnav-go-on-a-date/1000007930,27 Aug 2012,Khushi and Arnav meet at a restaurant and Shyam and Anjali happen to meet at the same place. Anjali  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-wears-a-disguise/1000007931,28 Aug 2012,Shyam enters Shantivan in disguise. Garima decides to meet Daadi to sort things out. When guests won ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-tries-to-harm-anjali/1000007932,29 Aug 2012,Arnav tells Daadi that he wishes to forget the tragic past. Garima overhears this and decides not to ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/garima-meets-daadi-in-the-dark/1000007933,30 Aug 2012,"Anjali recognizes Shyam despite his disguise. When Arnav almost recognizes Shyam, Anjali switches of ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-sets-a-trap-for-anjali/1000007934,31 Aug 2012,Anjali goes to her room to meet Shyam and steps on the broken glass. Shyam sets a trap with live ele ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjali-breaks-down/1000007935,3 Sep 2012,"A distraught Anjali refuses to believe that her baby is dead. Later, when the news about her miscarr ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-plans-his-return/1000007936,4 Sep 2012,"At Khushi's behest, a hesitant Arnav meets and comforts Anjali. Shyam pretends to be devastated by t ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-fights-for-shyam/1000007937,5 Sep 2012,"Daadi fights for Shyam's return, but Arnav refuses. He tells her that Shyam had tried to kill him, w ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-blames-khushi/1000007938,6 Sep 2012,"Anjali gives in to Shyam's manipulation and pleads with Arnav to bring him back, but he refuses. Enr ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-sees-shyam-in-shantivan/1000007939,7 Sep 2012,"Shyam sneaks into Shantivan to meet Anjali, who displays a sudden burst of happiness. Khushi sees Sh ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-brings-shyam-back/1000007940,10 Sep 2012,"Pining for Shyam, Anjali accuses her family of only pretending to care for her. With Anjali's refusa ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-asks-khushi-to-leave/1000007941,11 Sep 2012,"Arnav feels that Khushi has broken his trust by bringing Shyam back. In a fit of rage, he asks Khush ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-and-khushi-patch-up/1000007942,12 Sep 2012,Khushi feels guilty for disconnecting Arnav's call. She calls him back but he doesn't pick up. Anjal ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushis-haldi-ritual/1000007943,13 Sep 2012,Arnav thanks Khushi for doing what was needed for Anjali's happiness. Daadi and Shyam conspire to st ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-admires-khushis-beauty/1000007944,14 Sep 2012,"Shashi is displeased to see Shyam in his house, but Garima tells him that he has reformed himself. S ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-plans-to-expose-garima/1000007945,15 Sep 2012,"Daadi doesn't recognize Garima due to the haldi on her face. Shyam, who has been observing Garima, s ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-confronts-garima/1000007946,17 Sep 2012,Shyam manages to bring Garima and Daadi before each other. Daadi accuses Garima of breaking up her f ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-gifts-khushi-bangles/1000007947,18 Sep 2012,Garima tells Daadi that she was unaware that Arnav's father was married during their affair. Daadi r ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-gets-garimas-secret-box/1000007948,19 Sep 2012,"At the sangeet ceremony, Daadi acts friendly with Garima. Shyam finds the box that Garima was hiding ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-proposes-to-khushi/1000007949,20 Sep 2012,An overjoyed Arnav dances in the sangeet ceremony and formally proposes to Khushi. Khushi asks Nandk ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnavs-bachelors-party/1000007950,21 Sep 2012,Payal scolds Khushi and explains that a bachelor's party involves liquor and other women. Arnav reve ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-reveals-garimas-secret/1000007951,24 Sep 2012,"While getting ready for the wedding, Khushi breaks the bangles gifted by Arnav. Garima reminisces of ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-doesnt-come-to-the-hall/1000007952,25 Sep 2012,Arnav doesn't come to the wedding hall. Daadi reveals Garima's secret to the two families in front o ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/daadi-breaks-the-alliance/1000007953,26 Sep 2012,Daadi breaks Arnav and Khushi's alliance and takes back the bangles that she had given to Khushi. Pa ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-singh-raizada-comes-to-the-wedding-hall-injured-from-an-accident/1000007954,27 Sep 2012,Arnav Singh Raizada recalls his late mother's advice about not hurting the people he loves for a cri ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-and-khushi-get-married/1000007955,28 Sep 2012,"Arnav decides to marry Khushi. When Daadi reminds him about Garima, Arnav tells her that his father  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-notices-the-spy-cam/1000007956,1 Oct 2012,"On their wedding night, Arnav and Khushi find out the spy camera that Shyam had installed in Arnav’s ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-sneaks-into-shyams-room/1000007957,2 Oct 2012,"When the family assembles to unwrap Khushi and Arnav’s wedding gifts, they sneak into Shyam’s room t ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-is-guilty/1000007958,3 Oct 2012,"Looking at the videos in Shyam’s laptop, Khushi and Arnav are convinced he is responsible for Anjali ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-plots-against-shyam/1000007959,4 Oct 2012,"When Arnav decides to hand Shyam over to the police for causing Anjali’s miscarriage, Khushi asks hi ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-accuses-anjali/1000007960,5 Oct 2012,Khushi replaces the medicine given by Anjali to Shyam with a bottle of abortion pills. Shyam accuses ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-gets-electrocuted/1000007961,8 Oct 2012,Shyam gets electrocuted after touching the fairy lights hidden in the rangoli done by Anjali to surp ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-exposes-shyam/1000007962,9 Oct 2012,"Nandkishore and Khushi expose Shyam in front of the family by revealing the videos, which show him d ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjali-slaps-shyam/1000007963,10 Oct 2012,Shyam confesses his crimes in front of the Raizadas. A devastated Anjali slaps him. Arnav throws him ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-and-arnav-go-for-a-movie/1000007964,11 Oct 2012,"While Arnav decides to take Khushi for horse racing, she persuades him to watch a movie instead. The ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnavs-birthday-plan/1000007965,12 Oct 2012,"To please Arnav, Khushi plans to wear a modern dress and watch an English movie with him. She even o ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/raizadas-dont-wish-arnav/1000007966,15 Oct 2012,Arnav is saddened when none of his family members wish him on his birthday. Khushi serves him the us ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-prepares-jalebis/1000007967,16 Oct 2012,"When Arnav gets upset with Khushi for not wishing him on his birthday, she explains she was forced t ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-meets-a-kid/1000007968,17 Oct 2012,"Khushi informs Arnav about a kid she met at the designer shop. Later, when Khushi visits the vegetab ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-meets-his-college-friend/1000007969,18 Oct 2012,"Arnav comes across his college friend Sheetal and her son, Aarav. When he finds out Aarav is the sam ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/sheetal-enters-arnavs-office/1000007970,19 Oct 2012,"Khushi  wonders how similar Aarav and Arnav are. She serves pancakes in bed to Arnav, which he appre ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/sheetal-is-arnavs-exgirlfriend/1000007971,22 Oct 2012,Arnav introduces Sheetal to his family. But when the family members find similarities between Arnav  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/aarav-is-diabetic/1000007972,23 Oct 2012,"Khushi is restless on learning that Sheetal is Arnav’s ex-girlfriend. Later, Sheetal visits Shantiva ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-invites-sheetal/1000007973,24 Oct 2012,Khushi suspects that Aarav is Arnav's son when the doctor tells her that the boy is diabetic. Khushi ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/who-is-aaravs-father/1000007974,25 Oct 2012,Aarav refuses to reveal his father’s name. Khushi tries to find out from his admission form kept in  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-finds-the-dna-test-report/1000007975,26 Oct 2012,Khushi manages to stick chewing-gum secretly on Aarav's head to get a fews strands of his hair for D ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-tears-up-the-dna-report/1000007976,29 Oct 2012,Khushi tears up the DNA test report after an offended Arnav gets tells her that he never had an inti ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/the-basketball-match/1000007977,30 Oct 2012,"During the basketball match organised by Khushi to please Arnav, Sheetal and Arnav argue over who is ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-questions-sheetal/1000007978,31 Oct 2012,"The bonding between Aarav, Arnav and Sheetal upsets Khushi. Khushi finds Arnav and Sheetal’s college ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/aaravs-surprise-meeting/1000007979,1 Nov 2012,Sheetal promises to arrange a meeting between Aarav and his father. The Raizada family gets curious  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/aarav-goes-missing/1000007980,2 Nov 2012,Sheetal breaks her promise and sends Aarav to school instead of taking him to the café to meet his f ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushis-first-karva-chauth/1000007981,3 Nov 2012,It is the first Karva Chauth for Khushi and Payal after marriage. Khushi finds it difficult to fast  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/the-karva-chauth-celebration/1000007982,5 Nov 2012,Sheetal is jealous when she sees Arnav and Khushi celebrating Karva Chauth together. Arnav gifts a c ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/aarav-is-related-to-arnav/1000007983,6 Nov 2012,"After seeing the DNA report, which states that Aarav is related to Arnav, Khushi questions Sheetal.  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-goes-to-aaravs-school/1000007984,7 Nov 2012,Everybody is stunned when Arnav participates in Aarav’s school event on father’s day. He and Aarav w ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-confronts-sheetal/1000007985,8 Nov 2012,Arnav denies the claim of Aarav being his son and says he was never intimate with with Sheetal. But  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/aarav-an-orphan/1000007986,9 Nov 2012,"Aarav tells Arnav about his stay in an orphanage. Meanwhile, Sheetal secretly plans her revenge agai ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-exposes-sheetal/1000007987,12 Nov 2012,Arnav exposes Sheetal's lie before the Raizada family. She had adopted Aarav and trained him to beha ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/celebration-at-shantivan/1000007988,13 Nov 2012,Khushi and Arnav get into an argument over bursting crackers. Aarav becomes furious at Khushi for no ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-taunts-khushi/1000007989,14 Nov 2012,"When Arnav gets a bicycle and a cricket bat for Aarav, Khushi asks him not to indulge Aarav with exp ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-aspires-to-be-a-model/1000007990,15 Nov 2012,Khushi rejects Arnav’s proposal to work at his office and makes up her mind to participate in the Mr ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/manorama-is-jealous-of-khushi/1000007991,16 Nov 2012,"When the Raizada family finds out that Khushi aspires to participate in the Mrs. India contest, Nani ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-goes-for-the-audition/1000007992,19 Nov 2012,Arnav plans to make Khushi the head of a fashion designing project in his firm. She rejects it and v ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/a-model-humiliates-khushi/1000007993,20 Nov 2012,"When Khushi introduces herself, a famous model, Natasha, interrupts and ridicules her. Khushi return ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-learns-about-khushis-plan/1000007994,21 Nov 2012,Arnav joins Riya and Jay as the third judge for the fashion show. Arnav is shocked to see Khushi par ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/the-interview-on-khushi/1000007995,22 Nov 2012,"While the contestants undergo physical training, Arnav asks Sam to enhance Khushi’s workout. The Rai ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-helps-khushi/1000007996,23 Nov 2012,"Vikrant, the contest organiser, eliminates Khushi, as she refuses to wear a swimsuit. But Arnav inte ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushis-wardrobe-malfunction/1000007997,26 Nov 2012,Sam selects costumes for the talent round and Amrita plays around with Khushi’s gown. Her dress tear ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-shares-her-ideas/1000007998,27 Nov 2012,Jay allows Khushi  to pair up with a family member instead of Arnav for the husband and wife round.  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-impresses-the-judges/1000007999,28 Nov 2012,Amrita hires a man to pose as her husband for the husband and wife round. But Jay and Riya learn abo ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-kisses-khushi/1000008000,30 Nov 2012,"After Khushi wins the husband and wife round, Arnav tells them Khushi is his wife. He announces that ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushiarnav-three-years-later/1000077349,24 Nov 2015,"Arnav Singh Raizada wakes up one fine morning and doesn’t find his wife, Khushi by his side. Instead ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/gifts-galore-for-khushiasr/1000077372,28 Nov 2015,Arnav is thinking how Khushi has changed his life for the better. He remembers their ‘Money Versus D ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/hello-brother/1000077933,1 Dec 2015,"Arnav’s cousin, Aakash arrives to wish him on his special day. Arnav checks on Aakash’s wife, Payal  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/chhote-asks-di-for-help/1000078355,5 Dec 2015,"Arnav’s di, Anjali calls him up to wish on his big day. The brother-sister share many memories of ‘K ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/asr-still-cant-say-ilu/1000078605,7 Dec 2015,ASR decides to raise a toast with bhaang and not champagne because Khushi doesn’t drink it! He’s sur ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-sends-a-spy/1000078625,8 Dec 2015,"The doorbell rings and ASR opens the door only to find his ‘Hello, hi, bye bye’ maamiji! She tells h ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/finally-khushi-aa-gayi/1000078970,12 Dec 2015,ASR receives Khushi’s message saying she’s going to Lucknow to meet her parents and buaji. ASR remem ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/i-love-you-dammit/1000079201,15 Dec 2015,"Finally, ASR meets Khushi who hasn’t gone anywhere. ASR apologises to her and she forgives him with  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/iss-pyaar-ko-ek-jashn/1000080160,24 Dec 2015,So you all celebrated the return of Khushi and Arnav Singh Raizada and their third wedding anniversa ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/the-saga-of-pure-love/1000221321,6 Oct 2018,"Khushi, a simple girl and Arnav Singh Raizada, a business tycoon come together only to realise that  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-arnav-fall-in-love/1000221733,13 Oct 2018,Arnav and Khushi find solace in each other's company as they celebrate festivals like Holi and Krish ...
